ora,flag
07:11:00,1
08:12:00,1
09:07:00,1
10:01:00,1
10:56:00,1
11:50:00,1
14:26:00,1
15:14:00,1
16:02:00,1
16:50:00,1
17:38:00,1
18:26:00,1
19:14:00,1
20:02:00,1
20:50:00,1
